Age,Attrition,Business_Travel,Daily_Rate,Department,Distance_From_Home,Education,Education_Field,Employee_Number,Environment_Satisfaction,Gender,Hourly_Rate,Job_Involvement,Job_Level,Job_Role,Job_Satisfaction,Marital_Status,Monthly_Income,Monthly_Rate,Num_Companies_Worked,Over_Time,Percent_Salary_Hike,Performance_Rating,Relationship_Satisfaction,Stock_Option_Level,Total_Working_Years,Training_Times_Last_Year,Work_Life_Balance,Years_At_Company,Years_Since_Last_Promotion,Years_With_Current_Manager,Role_Department,Remote_Work
39,No,Unknown,117.0,Unknown,10.0,1,Unknown,429.0,3,Male,99.0,3,4,Manager,1,Married,17068.0,5355,1,Unknown,14,3.0,4,0,21.0,3,3.0,21,11,10,Unknown,True
31,No,Unknown,798.0,Unknown,7.0,2,Unknown,0.01,3,Female,48.0,2,3,Manufacturing Director,3,Married,8943.0,14034,1,No,24,4.0,1,1,10.0,2,3.0,10,8,9,Unknown,False
39,No,Unknown,672.0, Research & Development ,7.0,2,Unknown,444.0,3,Male,54.0,2,5,Manager,4,Married,19272.0,21141,1,Unknown,15,3.0,1,1,11.221683120468246,2,3.0,21,13,3,Manager - Research & Development,True
45,No,Travel Rarely,549.0,Unknown,8.0,4,Unknown,452.0,4,Male,75.0,3,2,Research Scientist,4,Unknown,6477.686121919585,9278,9,No,14,3.0,1,2,12.0,3,3.0,10,9,8,Unknown,True
30,No,Travel Rarely,570.0, Sales ,5.0,3,Marketing,456.0,4,Female,30.0,2,2,Sales Executive,3,Unknown,6477.686121919585,5431,1,Unknown,13,3.0,3,3,10.0,2,3.0,10,1,2,Sales Executive - Sales,True
31,No,Unknown,1232.0,Unknown,7.0,4,Medical,0.01,3,Female,39.0,3,3,Manufacturing Director,4,Unknown,6477.686121919585,25713,1,Unknown,14,3.0,3,0,11.0,2,2.0,11,4,10,Unknown,False
36,No,Unknown,541.0,Unknown,3.0,4,Medical,481.0,1,Male,48.0,2,3,Sales Executive,4,Married,6477.686121919585,7246,4,No,11,3.0,1,1,16.0,2,3.0,13,1,12,Unknown,True
36,No,Travel Rarely,164.0,Unknown,2.0,2,Unknown,513.0,2,Male,61.0,2,3,Sales Executive,3,Married,6477.686121919585,3809,1,Unknown,13,3.0,2,2,10.0,2,3.0,10,9,0,Unknown,True
55,No,Travel Rarely,1117.0,Unknown,18.0,5,Unknown,597.0,1,Female,83.0,3,4,Manager,2,Single,6477.686121919585,9873,3,No,23,4.0,4,0,37.0,2,3.0,10,7,7,Unknown,True
35,No,Unknown,619.0,Unknown,1.0,3,Unknown,600.0,2,Male,85.0,3,2,Sales Executive,3,Unknown,6477.686121919585,18659,9,Unknown,11,3.0,3,0,15.0,2,3.0,11,6,9,Unknown,True
42,No,Travel Rarely,319.0,Unknown,24.0,3,Medical,0.01,4,Male,56.0,3,3,Manufacturing Director,1,Married,6477.686121919585,6950,1,Unknown,21,4.0,4,1,10.0,5,2.0,10,5,8,Unknown,False
52,No,Travel Rarely,956.0,Unknown,6.0,2,Unknown,630.0,4,Male,78.0,3,2,Research Scientist,1,Divorced,5577.0,22087,3,Yes,12,3.0,2,2,18.0,3,3.0,10,6,9,Unknown,True
49,No,Unknown,1245.0,Unknown,18.0,4,Life Sciences,638.0,4,Male,58.0,2,5,Research Director,3,Unknown,6477.686121919585,2125,1,Yes,17,3.0,3,1,11.624943212150589,5,3.0,31,0,9,Unknown,True
34,No,Travel Rarely,1397.0, Research & Development ,1.0,5,Unknown,683.0,2,Male,42.0,3,1,Research Scientist,4,Married,2691.0,7660,1,No,12,3.0,4,1,11.729693680749985,4,2.0,10,8,8,Research Scientist - Research & Development,True
33,Yes,Travel Rarely,527.0,Unknown,1.0,4,Other,780.0,4,Male,63.0,3,1,Research Scientist,4,Single,6477.686121919585,5207,1,Unknown,13,3.0,3,0,10.0,2,2.0,10,7,8,Unknown,False
33,No,Unknown,213.0, Research & Development ,7.0,3,Medical,817.0,3,Male,49.0,3,3,Research Director,3,Married,6477.686121919585,25995,0,No,11,3.0,4,0,10.898300001533416,3,4.0,13,3,7,Research Director - Research & Development,True
53,No,Travel Rarely,802.2639013261959,Unknown,23.0,4,Unknown,901.0,4,Female,72.0,3,4,Research Director,4,Unknown,6477.686121919585,20206,6,No,18,3.0,3,0,33.0,0,3.0,12,3,8,Unknown,True
49,No,Travel Rarely,527.0,Unknown,8.0,2,Other,944.0,1,Female,51.0,3,3,Laboratory Technician,2,Married,7403.0,22477,4,Unknown,11,3.0,3,1,29.0,3,2.0,26,1,7,Unknown,False
35,No,Unknown,882.0,Unknown,8.886566492304976,4,Unknown,984.0,2,Male,66.10197306262086,3,3,Sales Executive,4,Unknown,6477.686121919585,6812,6,Unknown,13,3.0,2,1,11.37101897775965,2,3.0,10,0,8,Unknown,False
38,No,Travel Rarely,330.0,Unknown,17.0,1,Life Sciences,1088.0,3,Female,65.0,2,3,Healthcare Representative,3,Married,8823.0,24608,0,Unknown,18,3.0,1,1,20.0,4,2.0,19,1,9,Unknown,False
46,No,Unknown,406.0, Sales ,3.0,1,Marketing,1124.0,1,Male,65.67265400543194,3,4,Manager,3,Married,6477.686121919585,15596,3,No,12,3.0,4,1,11.03640287781027,3,3.0,12,4,9,Manager - Sales,False
36,No,Non Travel,217.0,Unknown,18.0,4,Unknown,0.01,1,Male,78.0,3,2,Manufacturing Director,4,Single,6477.686121919585,23238,2,Unknown,20,4.0,1,0,18.0,0,3.0,11,0,9,Unknown,False
42,Yes,Travel Frequently,481.0,Unknown,8.909220838950846,3,Life Sciences,1167.0,1,Male,44.0,3,4,Sales Executive,1,Single,6477.686121919585,2447,0,Unknown,12,3.0,2,0,11.085963101528007,2,2.0,21,13,14,Unknown,True
34,No,Travel Frequently,669.0,Unknown,1.0,3,Unknown,1184.0,4,Male,97.0,2,2,Healthcare Representative,1,Single,6477.686121919585,25755,0,No,20,4.0,3,0,14.0,3,3.0,13,4,9,Unknown,True
30,No,Travel Rarely,1465.0, Research & Development ,1.0,3,Medical,0.01,4,Male,63.0,3,1,Research Scientist,2,Unknown,3579.0,9369,0,Yes,21,4.0,1,1,12.0,2,3.0,11,5,7,Research Scientist - Research & Development,True
54,No,Travel Rarely,685.0,Unknown,3.0,3,Life Sciences,0.01,4,Male,85.0,3,4,Research Director,4,Married,17779.0,23474,3,No,14,3.0,1,0,36.0,2,3.0,10,0,9,Unknown,True
31,No,Travel Rarely,1062.0,Unknown,24.0,3,Medical,1252.0,3,Female,96.0,2,2,Healthcare Representative,1,Single,6477.686121919585,17198,1,No,19,3.0,2,0,10.0,2,3.0,10,1,8,Unknown,False
44,No,Unknown,1099.0,Unknown,5.0,3,Unknown,1267.0,2,Male,88.0,3,5,Manager,2,Married,18213.0,8751,7,No,11,3.0,3,1,26.0,5,3.0,22,3,10,Unknown,True
55,No,Non Travel,177.0,Unknown,8.0,1,Unknown,1278.0,4,Male,37.0,2,4,Healthcare Representative,2,Divorced,13577.0,25592,1,Yes,15,3.0,4,1,10.871265929914133,3,3.0,33,15,0,Unknown,False
44,No,Travel Rarely,1199.0,Unknown,4.0,2,Life Sciences,1288.0,3,Male,92.0,4,5,Manager,1,Divorced,19190.0,17477,1,No,14,3.0,4,2,11.597620256247293,4,2.0,25,14,13,Unknown,False
34,No,Travel Frequently,648.0, Human Resources ,11.0,3,Life Sciences,0.01,3,Male,56.0,2,2,Human Resources,2,Unknown,6477.686121919585,21833,4,No,11,3.0,4,2,14.0,5,4.0,10,1,8,Human Resources - Human Resources,True
39,No,Unknown,412.0,Unknown,13.0,4,Unknown,1307.0,3,Female,94.0,2,4,Manager,2,Divorced,17123.0,17334,6,Yes,13,3.0,4,2,11.04456231226516,4,3.0,19,15,2,Unknown,False
55,No,Travel Rarely,282.0,Unknown,2.0,2,Medical,1336.0,4,Female,58.0,1,5,Manager,3,Unknown,19187.0,6992,4,Unknown,14,3.0,4,1,23.0,5,3.0,19,9,11,Unknown,True
51,No,Unknown,770.0,Unknown,5.0,3,Life Sciences,1352.0,3,Male,84.0,3,4,Manager,2,Unknown,6477.686121919585,17588,1,Unknown,11,3.0,2,1,11.294886698133597,2,3.0,33,0,10,Unknown,True
58,Yes,Unknown,601.0,Unknown,8.903051245807843,4,Medical,1360.0,1,Female,53.0,2,3,Manufacturing Director,1,Married,10008.0,12023,7,Unknown,14,3.0,4,0,11.171607762787184,0,2.0,10,5,9,Unknown,True
48,No,Unknown,855.0,Unknown,4.0,3,Life Sciences,0.01,4,Male,54.0,3,3,Manufacturing Director,4,Single,6477.686121919585,18706,1,No,11,3.0,3,0,11.0,2,3.0,10,0,8,Unknown,True
29,No,Travel Rarely,332.0, Human Resources ,17.0,3,Unknown,1419.0,2,Male,51.0,2,3,Human Resources,1,Single,7988.0,9769,1,Unknown,13,3.0,1,0,10.98213174042307,3,2.0,10,0,9,Human Resources - Human Resources,False
34,No,Unknown,1326.0,Unknown,3.0,3,Other,1478.0,4,Male,81.0,1,2,Sales Executive,1,Single,6477.686121919585,15891,3,No,18,3.0,4,0,15.0,2,3.0,13,3,12,Unknown,True
42,No,Travel Frequently,748.0,Unknown,9.0,2,Unknown,1480.0,1,Female,74.0,3,1,Laboratory Technician,4,Unknown,6477.686121919585,16458,1,Unknown,13,3.0,3,0,12.0,3,3.0,12,5,8,Unknown,True
57,No,Travel Rarely,405.0,Unknown,1.0,2,Life Sciences,0.01,2,Male,93.0,4,2,Research Scientist,3,Married,6477.686121919585,2721,0,No,24,4.0,1,1,13.0,2,2.0,12,2,8,Unknown,True
34,Yes,Travel Rarely,790.0,Unknown,24.0,4,Unknown,1489.0,1,Female,40.0,2,2,Sales Executive,2,Single,6477.686121919585,7815,0,Yes,23,4.0,3,0,16.0,2,4.0,15,10,10,Unknown,False
54,No,Travel Frequently,1050.0,Unknown,11.0,4,Medical,1520.0,2,Female,87.0,3,4,Manager,4,Unknown,6477.686121919585,24456,3,No,20,3.0,1,1,26.0,2,3.0,14,1,12,Unknown,True
34,No,Travel Rarely,971.0,Unknown,1.0,3,Unknown,1535.0,4,Male,64.0,2,3,Sales Executive,3,Unknown,7083.0,12288,1,Unknown,14,3.0,4,0,11.433369632023842,3,3.0,10,8,6,Unknown,False
29,No,Unknown,1370.0,Unknown,3.0,1,Medical,1586.0,2,Male,87.0,3,1,Laboratory Technician,1,Single,4723.0,16213,1,Unknown,18,3.0,4,0,11.717125917743143,3,3.0,10,1,5,Unknown,True
35,No,Travel Rarely,750.0,Unknown,28.0,3,Life Sciences,1596.0,2,Male,46.0,4,2,Laboratory Technician,3,Unknown,3407.0,25348,1,Unknown,17,3.0,4,2,11.275142911101245,3,2.0,10,6,8,Unknown,True
35,Yes,Unknown,880.0,Unknown,12.0,4,Other,1667.0,4,Male,36.0,3,2,Sales Executive,4,Unknown,6477.686121919585,10414,3,Unknown,24,4.0,1,0,13.0,2,4.0,11,6,7,Unknown,True
34,No,Travel Rarely,678.0,Unknown,19.0,3,Life Sciences,1701.0,2,Female,35.0,2,1,Research Scientist,4,Married,2929.0,20338,1,No,12,3.0,2,0,10.0,3,3.0,10,8,7,Unknown,True
43,No,Unknown,1179.0,Unknown,2.0,3,Unknown,1706.0,4,Male,73.0,3,2,Sales Executive,4,Unknown,6477.686121919585,6069,1,Yes,17,3.0,1,1,10.0,3,3.0,10,8,8,Unknown,False
58,No,Non Travel,350.0,Unknown,2.0,3,Medical,0.01,2,Male,52.0,3,4,Manager,2,Divorced,6477.686121919585,22577,4,No,22,4.0,4,1,37.0,0,2.0,16,14,14,Unknown,True
36,No,Travel Rarely,1266.0, Sales ,8.858679959059948,4,Unknown,0.01,1,Female,63.0,2,2,Sales Executive,3,Married,6477.686121919585,6060,1,Yes,13,3.0,1,1,10.0,4,3.0,10,1,7,Sales Executive - Sales,False
43,No,Travel Rarely,574.0,Unknown,11.0,3,Life Sciences,1971.0,1,Male,30.0,3,3,Healthcare Representative,3,Married,6477.686121919585,16873,1,Unknown,17,3.0,2,1,10.0,1,3.0,10,0,9,Unknown,True
55,No,Unknown,189.0,Unknown,26.0,4,Human Resources,0.01,3,Male,71.0,4,5,Manager,2,Married,6477.686121919585,25811,4,Yes,18,3.0,1,1,35.0,0,3.0,10,1,4,Unknown,True
42,No,Unknown,801.7674832068957, Research & Development ,23.0,2,Unknown,1976.0,4,Male,37.0,2,2,Research Scientist,3,Single,6477.686121919585,14811,1,Unknown,12,3.0,4,0,20.0,2,3.0,20,3,7,Research Scientist - Research & Development,True
40,No,Unknown,692.0,Unknown,11.0,3,Technical Degree,1985.0,4,Female,73.0,3,2,Laboratory Technician,3,Married,6477.686121919585,26849,1,Unknown,11,3.0,1,1,10.0,2,4.0,10,9,4,Unknown,True
56,Yes,Unknown,310.0, Research & Development ,7.0,2,Technical Degree,2032.0,4,Male,72.0,3,1,Laboratory Technician,3,Married,6477.686121919585,3666,8,No,11,3.0,4,1,14.0,4,1.0,10,9,8,Laboratory Technician - Research & Development,True
39,No,Travel Rarely,722.0,Unknown,8.896299942986015,1,Marketing,2056.0,3,Female,60.0,2,4,Sales Executive,4,Unknown,12031.0,8828,0,Unknown,11,3.0,1,1,11.257669433022214,2,2.0,20,9,6,Unknown,True
53,No,Travel Rarely,1219.0,Unknown,2.0,4,Life Sciences,0.01,1,Female,78.0,2,4,Manager,4,Married,15427.0,22021,2,No,16,3.0,3,0,11.60969981491227,3,3.0,25,3,7,Unknown,True
27,No,Travel Frequently,994.0,Unknown,8.0,3,Unknown,0.01,4,Male,37.0,3,3,Sales Executive,3,Single,6477.686121919585,2975,1,No,15,3.0,4,0,9.0,0,3.0,9,1,7,Unknown,False
30,No,Travel Frequently,721.0,Unknown,1.0,2,Unknown,57.0,3,Female,58.0,3,2,Laboratory Technician,4,Unknown,6477.686121919585,10781,1,Unknown,23,4.0,4,0,12.0,2,3.0,12,3,7,Unknown,True
35,No,Unknown,853.0,Unknown,18.0,5,Life Sciences,0.01,2,Male,71.0,3,3,Sales Executive,1,Married,6477.686121919585,11031,1,Unknown,22,4.0,4,1,9.0,3,2.0,9,1,8,Unknown,True
32,No,Travel Rarely,427.0, Research & Development ,1.0,3,Medical,78.0,1,Male,65.69135797302822,3,2,Manufacturing Director,4,Married,6162.0,10877,1,Yes,22,4.0,2,1,9.0,3,3.0,9,7,8,Manufacturing Director - Research & Development,True
30,No,Travel Rarely,852.0,Unknown,1.0,1,Life Sciences,104.0,4,Male,55.0,2,2,Laboratory Technician,4,Married,5126.0,15998,1,Unknown,12,3.0,3,2,11.348428018753326,1,3.0,10,3,0,Unknown,False
46,Yes,Unknown,669.0, Sales ,9.0,2,Medical,118.0,3,Male,64.0,2,3,Sales Executive,4,Unknown,9619.0,13596,1,No,16,3.0,4,0,9.0,3,3.0,9,4,7,Sales Executive - Sales,False
30,No,Travel Rarely,1334.0,Unknown,4.0,2,Unknown,121.0,3,Female,63.0,2,2,Sales Executive,2,Unknown,6477.686121919585,19760,1,Yes,12,3.0,2,3,11.0,4,2.0,11,2,7,Unknown,False
32,No,Unknown,1093.0,Unknown,6.0,4,Unknown,125.0,2,Male,87.0,3,2,Sales Executive,3,Single,5010.0,24301,1,No,16,3.0,1,0,12.0,0,3.0,11,5,7,Unknown,True
35,No,Travel Rarely,802.4278070402033,Unknown,8.89931249288512,5,Marketing,0.01,3,Male,94.0,3,3,Sales Executive,2,Married,6477.686121919585,11439,1,Unknown,13,3.0,1,2,11.319070230202492,3,3.0,10,0,6,Unknown,False
32,No,Unknown,967.0,Unknown,8.0,3,Marketing,207.0,2,Female,43.0,3,3,Sales Executive,4,Single,6477.686121919585,15589,1,Unknown,14,3.0,4,0,9.0,2,3.0,9,3,7,Unknown,True
41,No,Travel Rarely,465.0, Research & Development ,8.913416903184245,3,Life Sciences,227.0,1,Male,56.0,3,1,Research Scientist,3,Divorced,6477.686121919585,4609,4,No,12,3.0,1,1,11.076431232279289,2,3.0,9,1,8,Research Scientist - Research & Development,True
40,No,Travel Rarely,989.0,Unknown,4.0,1,Medical,253.0,4,Female,46.0,3,5,Manager,3,Unknown,19033.0,6499,1,No,14,3.0,2,1,21.0,2,3.0,20,9,9,Unknown,False
45,No,Unknown,1195.0,Unknown,2.0,2,Unknown,264.0,1,Male,65.0,2,4,Manager,4,Married,6477.686121919585,20462,9,No,23,4.0,4,1,22.0,1,3.0,20,11,8,Unknown,True
32,Yes,Travel Rarely,1045.0,Unknown,4.0,4,Unknown,291.0,4,Male,32.0,1,3,Sales Executive,4,Married,10400.0,25812,1,No,11,3.0,3,0,14.0,2,2.0,14,9,8,Unknown,False
30,No,Non Travel,829.0, Research & Development ,1.0,1,Life Sciences,292.0,3,Male,88.0,2,3,Manufacturing Director,3,Unknown,6477.686121919585,20925,1,No,22,4.0,3,0,11.336978100217701,2,3.0,11,5,8,Manufacturing Director - Research & Development,True
37,No,Unknown,663.0,Unknown,11.0,3,Unknown,306.0,2,Male,47.0,3,3,Research Director,4,Unknown,6477.686121919585,10056,1,Unknown,14,3.0,3,3,11.214311789704638,1,3.0,10,0,7,Unknown,True
37,No,Unknown,319.0,Unknown,4.0,4,Unknown,0.01,1,Male,41.0,3,1,Sales Representative,4,Divorced,2793.0,2539,4,No,17,3.0,3,1,13.0,2,3.0,9,5,8,Unknown,False
40,No,Unknown,1300.0,Unknown,24.0,2,Technical Degree,335.0,1,Male,62.0,3,2,Research Scientist,4,Unknown,6477.686121919585,24447,1,No,17,3.0,1,2,11.664113740235393,3,3.0,9,4,7,Unknown,False
36,No,Non Travel,1105.0,Unknown,24.0,4,Unknown,0.01,2,Female,47.0,3,2,Laboratory Technician,2,Married,5674.0,6927,7,Unknown,15,3.0,3,1,11.0,3,3.0,9,0,8,Unknown,True
32,No,Travel Rarely,906.0,Unknown,7.0,3,Life Sciences,420.0,4,Male,91.0,2,2,Sales Executive,3,Married,6477.686121919585,16985,1,Unknown,14,3.0,3,1,13.0,3,2.0,13,4,8,Unknown,True
38,No,Unknown,849.0,Unknown,25.0,2,Life Sciences,421.0,1,Female,81.0,2,3,Research Director,2,Unknown,6477.686121919585,26707,3,Unknown,17,3.0,3,1,11.349775309959528,2,3.0,10,0,1,Unknown,True
30,No,Travel Rarely,1275.0,Unknown,28.0,2,Unknown,441.0,4,Female,64.0,3,2,Research Scientist,4,Married,6477.686121919585,11934,1,No,13,3.0,4,2,11.0,2,3.0,10,1,9,Unknown,True
39,No,Unknown,1218.0,Unknown,1.0,1,Unknown,531.0,2,Male,52.0,3,5,Manager,3,Unknown,19197.0,8213,1,Unknown,14,3.0,3,1,21.0,3,3.0,21,1,6,Unknown,True
60,No,Unknown,422.0,Unknown,7.0,3,Life Sciences,549.0,1,Female,41.0,3,5,Manager,1,Unknown,6477.686121919585,3854,5,No,11,3.0,4,0,33.0,5,1.0,29,11,10,Unknown,True
30,No,Unknown,1398.0,Unknown,22.0,4,Other,567.0,3,Female,69.0,3,3,Sales Executive,1,Unknown,8412.0,2890,0,Unknown,11,3.0,3,0,10.0,3,3.0,9,7,8,Unknown,True
31,No,Travel Rarely,1274.0, Research & Development ,9.0,1,Unknown,581.0,3,Male,66.4551890340548,3,3,Manufacturing Director,2,Divorced,6477.686121919585,14394,1,No,25,4.0,4,1,11.64663670990173,6,4.0,13,0,8,Manufacturing Director - Research & Development,True
33,Yes,Unknown,1076.0,Unknown,3.0,3,Life Sciences,702.0,1,Male,70.0,3,1,Research Scientist,1,Single,3348.0,3164,1,Yes,11,3.0,1,0,11.50801875712703,3,3.0,10,9,7,Unknown,False
50,No,Unknown,1207.0,Unknown,28.0,1,Medical,716.0,4,Male,74.0,4,1,Laboratory Technician,3,Married,6477.686121919585,3297,1,Yes,11,3.0,3,3,20.0,3,3.0,20,3,8,Unknown,True
32,No,Unknown,430.0, Research & Development ,24.0,4,Life Sciences,772.0,1,Male,80.0,3,2,Laboratory Technician,4,Unknown,5309.0,21146,1,No,15,3.0,4,2,10.0,2,3.0,10,4,7,Laboratory Technician - Research & Development,True
42,No,Unknown,933.0,Unknown,29.0,3,Unknown,836.0,2,Male,98.0,3,2,Manufacturing Director,2,Unknown,6477.686121919585,11806,1,Unknown,13,3.0,4,1,10.0,3,2.0,9,7,8,Unknown,True
49,Yes,Unknown,1184.0, Sales ,11.0,3,Marketing,840.0,3,Female,43.0,3,3,Sales Executive,4,Married,7654.0,5860,1,No,18,3.0,1,2,11.579992814807587,3,4.0,9,7,7,Sales Executive - Sales,False
27,No,Unknown,801.795283045107,Unknown,5.0,1,Unknown,844.0,3,Male,42.0,2,3,Research Director,4,Divorced,12808.0,8842,1,Unknown,16,3.0,2,1,11.311232629924584,3,3.0,9,0,8,Unknown,True
33,No,Travel Rarely,586.0,Unknown,1.0,3,Medical,0.01,1,Male,48.0,4,2,Sales Executive,1,Divorced,6477.686121919585,21816,1,Unknown,22,3.0,1,1,9.0,5,3.0,9,0,8,Unknown,True
52,No,Unknown,890.0, Research & Development ,8.88967230681998,4,Unknown,867.0,3,Female,81.0,2,4,Manufacturing Director,4,Married,6477.686121919585,19028,3,No,22,4.0,3,0,31.0,3,3.0,9,0,0,Manufacturing Director - Research & Development,False
32,No,Unknown,379.0,Unknown,5.0,2,Life Sciences,889.0,2,Male,48.0,3,2,Sales Executive,2,Unknown,6477.686121919585,8891,1,No,14,3.0,4,1,10.0,3,3.0,10,5,3,Unknown,True
36,No,Unknown,1425.0,Unknown,14.0,1,Life Sciences,924.0,3,Male,68.0,3,2,Healthcare Representative,4,Unknown,6586.0,4821,0,Unknown,17,3.0,1,1,11.752953221847504,2,2.0,16,4,11,Unknown,False
31,No,Non Travel,1188.0, Sales ,20.0,2,Unknown,0.01,4,Female,45.0,3,2,Sales Executive,3,Unknown,6477.686121919585,24406,1,Unknown,13,3.0,4,1,11.58299266019541,2,2.0,9,0,0,Sales Executive - Sales,False
36,No,Travel Rarely,938.0,Unknown,2.0,4,Medical,0.01,3,Male,79.0,3,1,Laboratory Technician,3,Single,2519.0,12287,4,No,21,4.0,3,0,11.412305207501866,6,3.0,11,3,9,Unknown,True
52,No,Unknown,1053.0,Unknown,1.0,2,Life Sciences,976.0,4,Male,70.0,3,4,Manager,4,Married,17099.0,13829,2,Unknown,15,3.0,2,1,26.0,2,3.0,9,7,8,Unknown,True
33,No,Non Travel,722.0,Unknown,17.0,3,Unknown,992.0,4,Male,38.0,3,4,Manager,3,Single,6477.686121919585,20489,1,Unknown,11,3.0,4,0,10.0,2,3.0,10,6,0,Unknown,False
45,No,Non Travel,248.0,Unknown,23.0,2,Life Sciences,1002.0,4,Male,42.0,3,2,Laboratory Technician,1,Unknown,6477.686121919585,14039,1,Yes,15,3.0,3,1,9.0,2,3.0,9,0,8,Unknown,True
36,No,Travel Rarely,796.0, Research & Development ,12.0,5,Unknown,1073.0,4,Female,51.0,2,3,Manufacturing Director,4,Unknown,6477.686121919585,15669,0,Unknown,11,3.0,2,0,15.0,2,2.0,14,7,8,Manufacturing Director - Research & Development,True
49,No,Unknown,174.0,Unknown,8.0,4,Unknown,1138.0,4,Male,56.0,2,4,Sales Executive,2,Unknown,13120.0,11879,6,Unknown,17,3.0,2,1,22.0,3,3.0,9,2,3,Unknown,False
29,Yes,Unknown,408.0,Unknown,23.0,1,Unknown,0.01,4,Female,45.0,2,3,Sales Executive,1,Unknown,6477.686121919585,11162,1,Unknown,13,3.0,1,1,11.0,3,1.0,11,3,10,Unknown,True
29,No,Unknown,801.941178426707,Unknown,6.0,1,Unknown,1192.0,2,Female,54.0,3,1,Laboratory Technician,4,Married,3131.0,26342,1,Unknown,13,3.0,1,1,11.313040165274412,5,3.0,10,0,8,Unknown,False
37,No,Unknown,977.0, Research & Development ,1.0,3,Life Sciences,1196.0,4,Female,56.0,2,2,Manufacturing Director,4,Married,6477.686121919585,9961,1,Unknown,13,3.0,2,1,14.0,2,2.0,14,3,11,Manufacturing Director - Research & Development,True
33,No,Travel Rarely,536.0,Unknown,10.0,5,Unknown,0.01,4,Male,82.0,4,3,Sales Executive,3,Unknown,6477.686121919585,21708,0,Unknown,14,3.0,4,2,11.130048744273664,3,3.0,9,0,8,Unknown,True
34,No,Travel Frequently,135.0,Unknown,19.0,3,Medical,0.01,3,Female,46.0,3,2,Laboratory Technician,2,Divorced,4444.0,22534,4,No,13,3.0,3,2,15.0,2,4.0,11,5,10,Unknown,True
28,No,Non Travel,1476.0,Unknown,1.0,3,Unknown,1315.0,3,Female,55.0,1,2,Laboratory Technician,4,Married,6674.0,16392,0,No,11,3.0,1,3,10.0,6,3.0,9,7,5,Unknown,True
31,No,Non Travel,587.0,Unknown,2.0,4,Unknown,1324.0,4,Female,57.0,3,3,Sales Executive,3,Unknown,9852.0,8935,1,Yes,19,3.0,1,1,10.0,5,2.0,10,9,6,Unknown,True
42,No,Non Travel,495.0,Unknown,2.0,1,Life Sciences,1334.0,3,Male,65.7530846763465,3,4,Manager,3,Unknown,17861.0,26582,0,Yes,13,3.0,4,0,21.0,3,2.0,20,2,10,Unknown,False
40,No,Travel Rarely,523.0,Unknown,2.0,3,Life Sciences,1346.0,3,Male,98.0,3,2,Research Scientist,4,Single,6477.686121919585,22455,1,Unknown,13,3.0,3,0,9.0,4,3.0,9,8,8,Unknown,True
34,No,Unknown,507.0,Unknown,15.0,2,Medical,1356.0,3,Female,66.0,3,2,Sales Executive,1,Single,6477.686121919585,23553,1,Unknown,12,3.0,4,0,11.107320001415303,6,4.0,10,9,6,Unknown,True
58,No,Travel Rarely,1055.0,Unknown,1.0,3,Unknown,1423.0,4,Female,76.0,3,5,Research Director,1,Unknown,6477.686121919585,22456,3,Unknown,21,4.0,3,1,11.494135885529548,3,3.0,9,1,5,Unknown,False
31,Yes,Travel Frequently,1445.0,Unknown,1.0,5,Unknown,1459.0,3,Female,100.0,4,3,Manufacturing Director,2,Unknown,7446.0,8931,1,Unknown,11,3.0,1,0,11.771730123565147,2,3.0,10,4,7,Unknown,True
40,No,Non Travel,218.0,Unknown,8.0,1,Unknown,0.01,4,Male,55.0,2,3,Research Director,2,Unknown,13757.0,25178,2,No,11,3.0,3,1,16.0,5,3.0,9,4,8,Unknown,True
53,No,Unknown,447.0,Unknown,2.0,3,Medical,1472.0,4,Male,39.0,4,4,Research Director,2,Single,16598.0,19764,4,No,12,3.0,2,0,35.0,2,2.0,9,8,8,Unknown,True
34,No,Unknown,829.0, Research & Development ,15.0,3,Unknown,1485.0,2,Male,71.0,3,4,Research Director,1,Unknown,6477.686121919585,11929,7,Unknown,14,3.0,4,2,16.0,3,2.0,14,6,9,Research Director - Research & Development,True
35,No,Travel Rarely,1029.0,Unknown,16.0,3,Life Sciences,0.01,4,Female,91.0,2,3,Healthcare Representative,2,Single,6477.686121919585,21195,1,No,19,3.0,4,0,11.477839795115333,3,1.0,11,3,3,Unknown,True
37,No,Unknown,674.0,Unknown,13.0,3,Unknown,1543.0,1,Male,47.0,3,2,Research Scientist,4,Married,4285.0,3031,1,Unknown,17,3.0,1,0,11.222022787995254,2,3.0,10,3,7,Unknown,True
42,No,Travel Frequently,801.8401096038991,Unknown,2.0,3,Unknown,1547.0,4,Male,40.0,3,3,Healthcare Representative,4,Unknown,10124.0,18611,2,Yes,14,3.0,3,1,24.0,3,1.0,20,13,9,Unknown,True
45,No,Unknown,538.0,Unknown,1.0,4,Unknown,1553.0,1,Male,66.0,3,3,Healthcare Representative,2,Divorced,6477.686121919585,20933,1,Unknown,12,3.0,1,3,11.129264936581954,4,3.0,10,7,7,Unknown,True
30,Yes,Travel Rarely,740.0,Unknown,1.0,3,Unknown,1562.0,2,Male,64.0,2,2,Sales Executive,1,Married,9714.0,5323,1,No,11,3.0,4,1,11.270981074066245,4,3.0,10,6,7,Unknown,True
